,Company Name,Governance Score 2020-21,Governance Score 2022-23,Governance Score 2023-24,Classification 2020-21,Classification 2022-23,Classification 2023-24,Change Classification,Stock Performance 2019-20,Stock Performance 2020-21,Stock Performance 2021-22,Stock Performance 2022-23,Stock Performance 2023-24,Stock Performance 2019-2024,Stock Performance 2015-2024,All Time Performance,Comparison 2019-20,Comparison 2020-21,Comparison 2021-22,Comparison 2022-23,Comparison 2023-24,Comparison 2019-2024,Comparison 2015-2024,All Time Comparison,Average Classification,Short Term Performance,Long Term Performance,Company Name Original,Ticker,Macro-Economic Sector,Sector,Industry,Basic Industry
74,tatamotorsltd,66.0,83.4,18.7,Adequate,Strong,Weak,Constant,-59.49%,355.89%,43.13%,-1.67%,141.40%,467.78%,82.61%,6208.04%,Worse,Better,Better,Worse,Better,Better,Worse,Data Not Available,Adequate,Better,Worse,tata motors limited,TATAMOTORS,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
75,tatamotorsltd,66.0,83.4,18.7,Adequate,Strong,Weak,Constant,-59.49%,355.89%,43.13%,-1.67%,141.40%,467.78%,82.61%,6208.04%,Worse,Better,Better,Worse,Better,Better,Worse,Data Not Available,Adequate,Better,Worse,tata motors limited,TATAMTRDVR,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
76,tatasonsprivateltd,54.0,,,Weak,,,Not Enough Data,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Weak,Worse,Worse,tata sons private limited,,,,,
77,thetinplatecompanyofindialtd,72.0,,20.8,Strong,,Below Average,Demoted,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Adequate,Worse,Worse,the tinplate company of india limited,,,,,
78,thomascookindialtd,66.0,,,Adequate,,,Not Enough Data,-71.63%,100.41%,34.25%,-15.37%,189.84%,98.63%,117.60%,1941.46%,Worse,Better,Better,Worse,Better,Better,Worse,Data Not Available,Adequate,Better,Worse,thomas cook india limited,THOMASCOOK,Consumer Discretionary,Consumer Services,Leisure Services,Tour Travel Related Services
79,vipindustriesltd,66.0,73.1,24.1,Adequate,Weak,Adequate,Fluctuated,-45.24%,69.86%,99.47%,-7.43%,-7.48%,21.54%,506.95%,14389.61%,Worse,Worse,Better,Worse,Worse,Worse,Better,Data Not Available,Below Average,Worse,Better,vip industries limited,VIPIND,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
80,maxfinancialservicesltd,69.0,72.2,24.1,Adequate,Weak,Adequate,Fluctuated,-15.05%,197.85%,-10.79%,-18.44%,59.16%,121.36%,126.75%,2448.74%,Better,Better,Worse,Worse,Better,Better,Worse,Data Not Available,Below Average,Better,Worse,max financial services limited,MFSL,Financial Services,Financial Services,Insurance,Life Insurance
81,unipartsindialtd,61.0,,14.1,Below Average,,Weak,Constant,Data Not Available,Data Not Available,Data Not Available,1.38%,4.87%,2.11%,2.11%,2.11%,Data Not Available,Data Not Available,Data Not Available,Better,Worse,Worse,Worse,Data Not Available,Below Average,Better,Worse,uniparts india limited,UNIPARTS,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
82,zeeentertainmententerprisesltd,55.0,74.3,31.5,Weak,Weak,Strong,Constant,-71.21%,66.78%,36.52%,-16.45%,-35.18%,-66.95%,-58.08%,328.24%,Worse,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,zee entertainment enterprises limited,ZEEL,Consumer Discretionary,Media Entertainment & Publication,Entertainment,TV Broadcasting & Software Production
83,zomatoltd,78.0,84.8,33.0,Strong,Strong,Strong,Constant,Data Not Available,Data Not Available,-34.68%,-36.57%,243.58%,44.52%,44.52%,44.52%,Data Not Available,Data Not Available,Worse,Worse,Better,Worse,Worse,Data Not Available,Strong,Worse,Worse,zomato limited,ZOMATO,Consumer Discretionary,Consumer Services,Retailing,E-Retail/ E-Commerce
84,3mindialtd,,80.9,23.7,,Adequate,Adequate,Constant,-20.17%,91.58%,-28.21%,20.16%,37.70%,37.54%,310.61%,11202.48%,Better,Worse,Worse,Better,Better,Worse,Better,Data Not Available,Adequate,Better,Better,3m india limited,3MINDIA,Diversified,Diversified,Diversified,Diversified
85,aartiindustriesltd,,76.3,18.5,,Below Average,Weak,Constant,8.33%,94.33%,49.71%,-42.94%,28.10%,90.49%,748.67%,111071.01%,Better,Better,Better,Worse,Worse,Worse,Better,Data Not Available,Below Average,Better,Better,aarti industries limited,AARTIIND,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
86,aavasfinanciersltd,,81.0,32.5,,Adequate,Strong,Constant,2.88%,130.96%,9.25%,-32.80%,-22.17%,13.85%,69.90%,69.90%,Better,Better,Worse,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,aavas financiers limited,AAVAS,Financial Services,Financial Services,Finance,Housing Finance Company
87,abbindialtd,,77.0,20.0,,Below Average,Below Average,Constant,-22.84%,64.25%,55.97%,61.30%,86.95%,432.31%,480.54%,84635.46%,Better,Worse,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,abb india limited,ABB,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
88,abbottindialtd,,78.3,21.8,,Below Average,Adequate,Constant,109.60%,13.86%,21.95%,28.71%,28.19%,279.04%,655.79%,12440.07%,Better,Worse,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,abbott india limited,ABBOTINDIA,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
89,accltd,,73.9,20.7,,Weak,Below Average,Constant,-38.82%,94.46%,16.54%,-16.65%,45.22%,65.88%,73.91%,2120.27%,Worse,Better,Worse,Worse,Better,Worse,Worse,Data Not Available,Below Average,Worse,Worse,acc limited,ACC,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
90,actionconstructionequipmentltd,,76.3,19.1,,Below Average,Below Average,Constant,-65.58%,346.10%,50.41%,90.42%,281.54%,1341.88%,3749.03%,4301.81%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,action construction equipment limited,ACE,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Construction Vehicles
91,adanienergysolutionsltd,,77.3,13.2,,Below Average,Weak,Constant,Data Not Available,Data Not Available,Data Not Available,Data Not Available,25.50%,25.50%,25.50%,25.50%,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,adani energy solutions limited,ADANIENSOL,Utilities,Power,Power,Power Distribution
92,adanigreenenergyltd,,70.2,12.0,,Weak,Weak,Constant,325.69%,716.89%,52.91%,-53.03%,105.95%,4997.64%,5725.87%,5725.87%,Better,Better,Better,Worse,Better,Better,Better,Data Not Available,Weak,Better,Better,adani green energy limited,ADANIGREEN,Utilities,Power,Power,Power Generation
93,adaniportsandspecialeconomiczoneltd,,74.3,26.8,,Weak,Adequate,Improved,-29.53%,238.02%,8.00%,-13.45%,103.20%,284.10%,363.38%,665.57%,Worse,Better,Worse,Worse,Better,Better,Better,Data Not Available,Below Average,Worse,Better,adani ports and special economic zone limited,ADANIPORTS,Services,Services,Transport Infrastructure,Port & Port services
94,adanipowerltd,,77.4,14.1,,Below Average,Weak,Constant,-42.43%,231.58%,91.22%,53.83%,167.30%,1007.47%,1041.82%,433.27%,Worse,Better,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,adani power limited,ADANIPOWER,Utilities,Power,Power,Integrated Power Utilities
95,adanitotalgasltd,,81.5,14.2,,Adequate,Weak,Demoted,-25.35%,980.85%,162.51%,-52.16%,4.05%,701.54%,1131.99%,1131.99%,Worse,Better,Better,Worse,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,adani total gas limited,ATGL,Energy,Oil Gas & Consumable Fuels,Gas,LPG/CNG/PNG/LNG Supplier
96,adaniwilmarltd,,79.6,12.6,,Adequate,Weak,Demoted,Data Not Available,Data Not Available,92.69%,3.73%,-23.25%,19.81%,19.81%,19.81%,Data Not Available,Data Not Available,Better,Better,Worse,Worse,Worse,Data Not Available,Below Average,Better,Worse,adani wilmar limited,AWL,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
97,adityabirlacapitalltd,,77.4,31.6,,Below Average,Strong,Improved,-58.94%,188.16%,-10.89%,42.44%,14.90%,70.87%,-26.15%,-26.15%,Worse,Better,Worse,Better,Worse,Worse,Worse,Data Not Available,Adequate,Worse,Worse,aditya birla capital limited,ABCAPITAL,Financial Services,Financial Services,Finance,Investment Company
98,adityabirlafashionandretailltd,,82.0,25.5,,Strong,Adequate,Constant,-32.03%,27.25%,46.72%,-25.18%,-5.56%,-7.30%,82.04%,25.62%,Worse,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,aditya birla fashion and retail limited,ABFRL,Consumer Discretionary,Consumer Services,Retailing,Speciality Retail
99,adityabirlasunlifeamcltd,,81.0,30.3,,Adequate,Strong,Constant,Data Not Available,Data Not Available,-23.01%,-36.31%,30.67%,-31.65%,-31.65%,-31.65%,Data Not Available,Data Not Available,Worse,Worse,Worse,Worse,Worse,Data Not Available,Strong,Worse,Worse,aditya birla sun life amc limited,ABSLAMC,Financial Services,Financial Services,Capital Markets,Asset Management Company
100,advancedenzymestechnologiesltd,,83.8,23.6,,Strong,Adequate,Constant,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Data Not Available,Strong,Worse,Worse,advanced enzymes technologies limited,,,,,
101,aegislogisticsltd,,77.6,31.1,,Below Average,Strong,Improved,-30.25%,135.34%,-29.04%,88.40%,22.32%,136.41%,752.51%,75638.73%,Worse,Better,Worse,Better,Worse,Better,Better,Data Not Available,Adequate,Worse,Better,aegis logistics limited,,,,,
102,aetherindustriesltd,,75.9,17.7,,Below Average,Weak,Constant,Data Not Available,Data Not Available,Data Not Available,20.94%,-10.39%,0.85%,0.85%,0.85%,Data Not Available,Data Not Available,Data Not Available,Better,Worse,Worse,Worse,Data Not Available,Below Average,Better,Worse,aether industries limited,AETHER,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
103,affleindialtd,,80.7,36.3,,Adequate,Strong,Constant,15.09%,403.00%,18.89%,-19.83%,6.64%,496.18%,496.18%,496.18%,Better,Better,Better,Worse,Worse,Better,Better,Data Not Available,Strong,Better,Better,affle india limited,AFFLE,Information Technology,Information Technology,IT - Services,IT Enabled Services
104,aiaengineeringltd,,78.9,23.2,,Adequate,Adequate,Constant,-16.86%,65.70%,-14.79%,66.98%,42.91%,136.52%,237.20%,4424.12%,Better,Worse,Worse,Better,Better,Better,Better,Data Not Available,Adequate,Better,Better,aia engineering limited,AIAENG,Industrials,Capital Goods,Industrial Products,Castings & Forgings
105,ajantapharmaltd,,75.8,18.3,,Below Average,Weak,Constant,37.62%,73.49%,2.24%,-5.43%,88.82%,249.56%,209.86%,65893.66%,Better,Worse,Worse,Worse,Better,Better,Better,Data Not Available,Below Average,Worse,Better,ajanta pharma limited,AJANTPHARM,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
106,akzonobelindialtd,,76.8,19.7,,Below Average,Below Average,Constant,28.04%,23.60%,-10.76%,20.84%,7.88%,54.42%,105.39%,5042.79%,Better,Worse,Worse,Better,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,akzo nobel india limited,AKZOINDIA,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
107,alembicpharmaceuticalsltd,,74.7,18.4,,Weak,Weak,Constant,0.46%,116.65%,-17.87%,-33.14%,102.11%,92.90%,141.62%,2366.79%,Better,Better,Worse,Worse,Better,Worse,Worse,Data Not Available,Weak,Better,Worse,alembic pharmaceuticals limited,APLLTD,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
108,alkemlaboratoriesltd,,76.1,20.5,,Below Average,Below Average,Constant,37.16%,23.23%,39.55%,-2.02%,60.00%,202.60%,286.28%,286.28%,Better,Worse,Better,Worse,Better,Better,Better,Data Not Available,Below Average,Better,Better,alkem laboratories limited,ALKEM,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
109,alkylamineschemicalsltd,,76.0,14.0,,Below Average,Weak,Constant,50.70%,421.17%,34.29%,-24.89%,-21.39%,476.42%,1578.65%,10840.59%,Better,Better,Better,Worse,Worse,Better,Better,Data Not Available,Below Average,Better,Better,alkyl amines chemicals limited,ALKYLAMINE,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
110,allcargologisticsltd,,81.6,38.6,,Strong,Strong,Constant,-47.38%,118.89%,176.61%,11.82%,-21.47%,166.58%,112.70%,429.59%,Worse,Better,Better,Better,Worse,Better,Worse,Data Not Available,Strong,Better,Worse,allcargo logistics limited,ALLCARGO,Services,Services,Transport Services,Logistics Solution Provider
111,alokindustriesltd,,78.0,24.8,,Below Average,Adequate,Constant,-34.71%,287.50%,21.29%,-53.23%,106.80%,327.27%,269.29%,5.59%,Worse,Better,Better,Worse,Better,Better,Better,Data Not Available,Below Average,Better,Better,alok industries limited,ALOKINDS,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
112,amberenterprisesindialtd,,80.1,22.4,,Adequate,Adequate,Constant,56.13%,207.44%,5.62%,-50.58%,95.72%,364.13%,194.62%,194.62%,Better,Better,Worse,Worse,Better,Better,Better,Data Not Available,Adequate,Better,Better,amber enterprises india limited,AMBER,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
113,ambujacementsltd,,69.9,19.7,,Weak,Below Average,Constant,-32.26%,129.11%,3.39%,24.30%,66.06%,196.09%,176.26%,3342.26%,Worse,Better,Worse,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,ambuja cements limited,AMBUJACEM,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
114,angeloneltd,,76.5,33.0,,Below Average,Strong,Improved,Data Not Available,6.84%,406.24%,-26.94%,186.35%,1115.71%,1115.71%,1115.71%,Data Not Available,Worse,Better,Worse,Better,Better,Better,Data Not Available,Adequate,Better,Better,angel one limited,ANGELONE,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
115,anupamrasayanindialtd,,81.2,16.2,,Adequate,Weak,Demoted,Data Not Available,-7.15%,56.70%,-1.46%,8.01%,66.21%,66.21%,66.21%,Data Not Available,Worse,Better,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,anupam rasayan india limited,ANURAS,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
116,aparindustriesltd,,80.6,19.6,,Adequate,Below Average,Constant,-54.85%,83.05%,42.47%,284.04%,209.97%,1034.84%,2036.10%,27984.64%,Worse,Worse,Better,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,apar industries limited,APARINDS,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
117,aplapollotubesltd,,80.6,21.4,,Adequate,Below Average,Constant,-9.91%,553.72%,42.48%,25.48%,25.16%,988.00%,4376.94%,11504.45%,Better,Better,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,apl apollo tubes limited,APLAPOLLO,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
118,apollohospitalsenterpriseltd,,84.5,27.5,,Strong,Adequate,Constant,-0.43%,150.93%,55.55%,-9.21%,49.14%,460.76%,384.35%,11698.29%,Better,Better,Better,Worse,Better,Better,Better,Data Not Available,Strong,Better,Better,apollo hospitals enterprise limited,APOLLOHOSP,Healthcare,Healthcare,Healthcare Services,Hospital
119,apollotyresltd,,74.4,19.7,,Weak,Below Average,Constant,-61.69%,192.61%,-13.63%,72.68%,47.32%,132.71%,223.62%,8331.13%,Worse,Better,Worse,Better,Better,Better,Better,Data Not Available,Below Average,Better,Better,apollo tyres limited,APOLLOTYRE,Consumer Discretionary,Automobile and Auto Components,Auto Components,Tyres & Rubber Products
120,aptusvaluehousingfinanceindialtd,,75.5,29.0,,Weak,Strong,Improved,Data Not Available,Data Not Available,-1.83%,-33.82%,26.01%,-9.11%,-9.11%,-9.11%,Data Not Available,Data Not Available,Worse,Worse,Worse,Worse,Worse,Data Not Available,Below Average,Worse,Worse,aptus value housing finance india limited,APTUS,Financial Services,Financial Services,Finance,Housing Finance Company
121,archeanchemicalindustriesltd,,80.6,15.8,,Adequate,Weak,Demoted,Data Not Available,Data Not Available,Data Not Available,41.97%,8.33%,47.22%,47.22%,47.22%,Data Not Available,Data Not Available,Data Not Available,Better,Worse,Worse,Worse,Data Not Available,Below Average,Better,Worse,archean chemical industries limited,ACI,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
122,asahiindiaglassltd,,66.7,20.7,,Weak,Below Average,Constant,-41.22%,123.24%,42.83%,5.56%,16.45%,103.77%,300.80%,37571.16%,Worse,Better,Better,Better,Worse,Better,Better,Data Not Available,Below Average,Better,Better,asahi india glass limited,ASAHIINDIA,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
123,ashokleylandltd,,76.8,16.7,,Below Average,Weak,Constant,-49.61%,214.84%,3.59%,26.52%,28.50%,106.11%,183.19%,17975.48%,Worse,Better,Worse,Better,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,ashok leyland limited,ASHOKLEY,Industrials,Capital Goods,Agricultural Commercial & Construction Vehicles,Commercial Vehicles
124,ashokabuildconltd,,76.5,22.6,,Below Average,Adequate,Constant,-67.98%,122.25%,-16.46%,-19.26%,107.97%,21.25%,46.39%,127.63%,Worse,Better,Worse,Worse,Better,Worse,Worse,Data Not Available,Below Average,Worse,Worse,ashoka buildcon limited,ASHOKA,Industrials,Construction,Construction,Civil Construction
125,asianpaintsltd,,81.5,19.8,,Adequate,Below Average,Constant,14.55%,69.74%,27.75%,-8.67%,1.11%,100.45%,273.42%,17057.77%,Better,Worse,Better,Worse,Worse,Better,Better,Data Not Available,Below Average,Worse,Better,asian paints limited,ASIANPAINT,Consumer Discretionary,Consumer Durables,Consumer Durables,Paints
